area,bedrooms,bathrooms,age,location,property_type,floor,facing,amenities_score,price
1738.0,4,3,25,Banjara Hills,Apartment,12,West,5.57,25440410.35
1964.6,4,3,24,LB Nagar,Studio,19,North-East,4.72,5400067.59
1576.5,4,3,16,LB Nagar,Apartment,22,West,5.63,5162846.86
1730.7,3,3,11,Kukatpally,Apartment,0,East,5.7,8510870.16
1339.5,4,4,32,Gachibowli,Apartment,6,North-East,4.92,11949931.07
1890.2,2,1,8,Uppal,Apartment,7,South-West,7.88,7137926.17
1435.9,2,1,2,Gachibowli,Studio,20,North-East,3.91,13794723.89
768.6,1,1,22,Kondapur,Apartment,0,East,1.09,3958740.29
1851.1,4,3,2,Madhapur,Apartment,3,North,6.43,17935150.54
501.2,3,3,26,Banjara Hills,Apartment,0,South,7.96,6984769.98
1555.5,3,2,29,Uppal,Studio,23,North-East,7.8,4653603.83
1188.7,2,1,25,Kukatpally,Studio,0,North-East,2.52,4323703.06
1153.5,3,2,8,Madhapur,Apartment,6,South-West,6.47,11589936.3
1494.6,2,1,32,Kukatpally,Independent House,13,South,9.99,7969525.04
1009.9,5,4,3,Banjara Hills,Apartment,8,South-West,1.05,15557447.21
1681.7,4,3,3,Kondapur,Independent House,2,North-East,5.23,14760579.75
1431.2,3,3,10,Kukatpally,Apartment,10,West,3.05,8001845.17
1060.5,4,3,18,Madhapur,Villa,19,North-East,7.91,15822679.88
2136.0,2,2,24,Uppal,Studio,7,East,3.25,5305179.89
1512.6,1,1,10,Gachibowli,Apartment,12,North-East,7.34,14917874.64
1746.9,3,2,32,Gachibowli,Apartment,11,West,1.6,16081746.28
2179.1,3,3,28,Kukatpally,Apartment,6,West,0.67,8368655.57
2170.1,1,1,8,LB Nagar,Apartment,0,South,1.04,5605700.13
1718.9,2,2,2,Kondapur,Apartment,20,North,2.6,13402183.18
1233.5,3,2,24,Banjara Hills,Apartment,24,South,8.5,18796623.15
613.7,1,1,6,LB Nagar,Studio,12,South,1.5,1295792.22
1513.7,2,2,9,Kondapur,Apartment,20,South,0.33,9234138.57
2002.0,3,2,27,Gachibowli,Studio,8,South,8.53,15975712.62
1594.9,4,3,6,Kukatpally,Apartment,23,West,3.75,9817683.94
300.0,2,2,12,Madhapur,Apartment,14,North-East,5.89,2919927.63
1878.5,2,2,32,LB Nagar,Apartment,20,South-West,0.84,4805457.53
1912.3,1,1,23,Madhapur,Studio,16,South,9.07,15230554.04
1234.3,2,2,21,Kukatpally,Apartment,23,South,5.04,6601482.52
1943.6,3,2,34,Kukatpally,Apartment,13,North-East,0.9,8680508.42
1745.4,2,1,26,Gachibowli,Independent House,21,East,6.34,19056872.77
1023.0,2,2,16,Kondapur,Independent House,23,East,3.66,7256783.52
2099.2,4,3,23,Banjara Hills,Independent House,19,South,3.53,34228799.22
702.9,3,3,18,Miyapur,Apartment,8,North,4.08,2778140.69
1368.5,1,1,12,Uppal,Apartment,2,North-East,5.08,4279203.32
1313.6,2,1,34,LB Nagar,Villa,10,South-West,6.19,4765578.27
946.0,4,3,20,Madhapur,Independent House,17,North-East,1.46,9114164.79
1567.1,3,2,26,Madhapur,Independent House,21,West,7.54,16349150.23
2120.7,5,5,14,Kukatpally,Apartment,19,West,0.27,13002921.14
2086.3,1,1,6,Miyapur,Apartment,15,East,6.99,9183944.33
1798.0,3,3,4,LB Nagar,Studio,13,East,1.83,5176148.93
467.2,1,1,28,Banjara Hills,Independent House,24,North-East,4.47,7024149.14
665.2,2,1,18,Gachibowli,Apartment,6,North-East,5.62,6048645.16
1491.4,3,2,18,Madhapur,Studio,19,West,6.47,12663097.71
1381.2,3,3,4,Madhapur,Independent House,13,North-East,7.91,15473303.1
1126.1,1,1,27,Kondapur,Apartment,12,North,5.16,7402288.35
2447.9,2,1,9,Uppal,Apartment,9,South-West,8.8,7067237.67
1458.2,3,3,20,Banjara Hills,Independent House,15,North-East,9.55,26994750.0
1698.3,2,2,12,Uppal,Apartment,24,West,9.76,5863062.3
1943.3,2,2,7,Kukatpally,Independent House,10,North,3.2,11402546.7
1430.2,2,2,5,Kukatpally,Independent House,2,West,0.32,7079853.47
2825.1,1,1,28,Miyapur,Apartment,3,South-West,7.16,11462923.56
882.8,4,3,3,Banjara Hills,Studio,4,South,2.52,10638349.76
1066.7,1,1,0,Miyapur,Apartment,10,South-West,7.68,4871883.42
881.4,3,2,10,Gachibowli,Apartment,0,South,0.05,8289222.11
2259.5,3,3,31,Kukatpally,Independent House,7,South,7.77,12562587.25
1841.1,1,1,24,Miyapur,Independent House,17,West,0.7,7615177.45
1100.7,3,3,28,Kukatpally,Apartment,16,South-West,8.79,5484724.28
924.9,2,2,7,Madhapur,Independent House,16,North-East,6.51,9247935.37
2161.7,4,3,33,Kondapur,Studio,16,West,1.62,12345521.65
1598.9,4,4,4,Kondapur,Villa,1,South-West,5.08,15390590.23
2175.7,4,3,1,Banjara Hills,Villa,23,West,5.05,49699247.18
1366.9,2,2,16,Miyapur,Apartment,7,East,8.79,6176901.55
1681.3,4,4,15,Banjara Hills,Apartment,1,North-East,5.32,19590974.71
1565.1,3,3,10,Kondapur,Independent House,20,North-East,5.5,12492876.14
1056.7,2,1,5,Miyapur,Apartment,11,South,3.19,4657792.35
1320.7,1,1,11,Banjara Hills,Villa,8,North-East,7.29,26523973.18
748.6,1,1,13,LB Nagar,Apartment,9,West,0.5,1794333.33
1671.8,2,2,21,Kondapur,Apartment,14,West,9.68,12616957.74
1818.7,2,2,12,Banjara Hills,Apartment,13,North,6.06,30035123.56
1944.6,4,4,8,Miyapur,Apartment,0,West,8.46,7761150.93
1766.6,5,4,20,Kukatpally,Apartment,2,West,7.81,9279190.6
1329.5,2,1,20,Miyapur,Independent House,23,East,2.18,6311522.75
2253.6,5,5,15,Uppal,Independent House,12,West,2.89,9329762.76
1890.8,3,2,3,Kondapur,Apartment,24,South,2.78,11974359.62
2163.7,3,3,33,Uppal,Apartment,16,North,2.26,6656110.58
2198.2,5,4,18,Madhapur,Villa,18,North,0.16,26724865.73
1330.9,3,3,9,Kukatpally,Apartment,7,South-West,8.27,7338206.14
1613.3,3,2,25,Gachibowli,Apartment,20,East,5.38,18086702.53
1826.0,2,2,14,Kukatpally,Apartment,16,South-West,5.91,9899975.06
768.0,2,2,5,Madhapur,Independent House,18,East,4.92,8516638.19
780.2,4,4,24,Miyapur,Studio,6,South,1.24,2570495.93
685.4,2,2,3,Uppal,Independent House,14,East,4.36,2798028.98
1340.5,1,1,9,Uppal,Studio,9,North,2.94,3781934.55
1216.7,2,2,23,LB Nagar,Studio,22,South-West,8.92,3359311.67
610.4,3,3,25,Banjara Hills,Apartment,22,East,7.01,8236808.33
1482.1,2,1,34,Gachibowli,Apartment,8,South,1.63,11872848.43
1347.4,4,4,24,LB Nagar,Apartment,0,North,7.02,3723920.27
2050.2,2,1,8,Kondapur,Apartment,6,North,5.48,12201729.55
2507.1,4,3,24,Banjara Hills,Independent House,6,South,0.82,32136411.39
1651.0,3,2,26,Madhapur,Apartment,0,West,0.7,12572175.51
1016.9,3,2,23,Uppal,Apartment,23,North-East,1.47,3142363.7
1755.7,2,2,26,Madhapur,Apartment,11,West,8.1,17805728.23
1405.1,2,2,28,Banjara Hills,Independent House,3,North,8.3,20389790.06
1267.9,4,4,19,Miyapur,Independent House,15,North,6.08,6766085.93
926.1,3,3,34,Gachibowli,Studio,9,South-West,0.16,7017302.45
1144.7,2,2,22,Madhapur,Apartment,4,South,3.17,9310804.51
1302.2,4,4,1,Banjara Hills,Apartment,11,South-West,4.01,20974030.13
1842.3,4,3,6,Kukatpally,Studio,14,East,2.84,8225604.54
1681.1,1,1,17,Kondapur,Independent House,16,East,5.81,12982863.04
2404.1,3,2,15,Uppal,Independent House,5,South,0.62,8824169.12
1770.9,4,3,28,Madhapur,Apartment,15,South-West,0.2,14089592.6
1633.4,4,4,23,Gachibowli,Apartment,19,West,5.88,14660270.3
1231.6,1,1,0,Gachibowli,Studio,15,West,2.65,10108876.25
829.4,2,1,15,Gachibowli,Independent House,23,East,6.87,10644722.65
1086.6,2,2,19,Kondapur,Independent House,23,South-West,7.78,8423686.0
1015.1,2,2,34,Banjara Hills,Apartment,12,East,6.11,13964754.72
300.0,1,1,23,Kondapur,Apartment,9,South,9.9,1936866.89
845.3,3,3,6,Uppal,Apartment,11,North,6.43,3016938.59
2281.2,3,2,6,Uppal,Villa,12,North,7.73,13441981.33
1602.7,2,1,11,Miyapur,Apartment,4,North-East,6.41,6631893.95
1192.9,3,3,14,LB Nagar,Apartment,24,North,8.05,3877069.52
1619.2,1,1,3,Uppal,Apartment,14,East,3.91,5879087.18
325.6,2,2,27,Miyapur,Studio,3,South,4.34,994709.85
1555.2,4,4,2,Uppal,Apartment,22,East,3.35,6347383.97
2102.6,4,4,2,Banjara Hills,Apartment,23,South-West,5.76,36387045.83
1333.4,2,2,4,Uppal,Independent House,14,South-West,3.75,5453614.91
425.4,4,3,4,Madhapur,Villa,23,South-West,9.88,6125302.68
1172.3,4,3,19,Miyapur,Independent House,24,North,6.03,5354652.83
2103.6,3,2,28,LB Nagar,Studio,23,North,3.36,4741093.31
1542.2,5,5,32,Kondapur,Apartment,24,South,5.08,9816231.12
619.9,2,2,28,Banjara Hills,Studio,1,South-West,7.81,6473788.03
2702.2,1,1,24,Madhapur,Studio,0,North-East,8.06,16448682.12
710.4,4,3,20,Kondapur,Apartment,14,North,6.37,4575290.44
1266.4,3,2,10,LB Nagar,Independent House,18,North-East,0.02,3881580.4
829.4,2,2,14,LB Nagar,Apartment,20,North,8.69,2759074.15
830.2,1,1,30,Kukatpally,Apartment,16,North-East,9.1,4341857.98
1151.3,1,1,3,LB Nagar,Apartment,7,West,8.72,3481083.69
1749.9,1,1,28,Kondapur,Apartment,23,North,6.71,10702929.18
2109.8,2,1,28,Kondapur,Studio,14,North-East,0.27,10972475.14
1187.6,5,4,2,Uppal,Apartment,17,West,9.51,5202095.85
844.4,2,1,8,Miyapur,Independent House,6,South,0.68,4091672.78
1663.3,4,4,10,Kukatpally,Apartment,18,West,1.49,9249997.32
1679.4,1,1,31,Kondapur,Apartment,3,North,6.28,8669863.2
1532.2,2,1,15,Miyapur,Apartment,21,West,4.62,7361214.56
1551.7,4,4,27,Uppal,Apartment,21,South,7.55,5281718.02
1338.1,2,2,21,Kondapur,Independent House,17,North-East,6.33,9427671.85
1454.0,2,1,2,Banjara Hills,Studio,24,South-West,0.04,19146571.18
1300.1,4,4,23,Banjara Hills,Apartment,22,North,6.43,21158455.5
1988.6,2,1,22,Gachibowli,Studio,1,West,8.58,15246985.52
2625.7,1,1,30,Kondapur,Independent House,5,South-West,8.52,15580055.19
1498.8,5,5,32,Kukatpally,Independent House,3,North,1.57,8137828.86
1396.4,2,1,20,Uppal,Apartment,8,South,3.47,4385266.72
1540.7,3,2,30,Gachibowli,Apartment,14,North,1.2,13799716.59
1038.1,2,1,4,Uppal,Studio,3,South-West,7.51,2935035.82
1820.7,2,2,21,Miyapur,Independent House,2,East,6.28,8411084.96
1642.6,2,1,20,Banjara Hills,Apartment,16,East,4.84,21094490.74
1168.7,3,3,6,Madhapur,Villa,15,North,3.0,14067841.39
1896.1,2,1,18,Madhapur,Apartment,9,North,7.87,19050247.21
1410.4,4,3,23,LB Nagar,Villa,17,North-East,7.91,5720659.62
866.5,3,3,14,LB Nagar,Apartment,14,North,4.91,2904489.73
1593.4,3,3,23,Uppal,Studio,10,West,1.24,4520984.55
1530.3,2,1,26,Kukatpally,Apartment,1,East,4.65,6797377.32
1928.2,3,3,20,Kondapur,Apartment,18,North-East,8.96,13178997.01
1857.4,3,3,13,Madhapur,Independent House,15,South,5.84,20675342.5
1339.9,2,2,9,Uppal,Apartment,2,South-West,7.54,4832837.24
1140.4,4,4,23,Banjara Hills,Studio,4,West,2.95,12630903.61
1401.0,3,2,31,Madhapur,Independent House,7,West,3.43,11242048.1
1599.8,4,3,16,Gachibowli,Apartment,4,West,1.17,14913895.66
1666.1,5,5,17,Kondapur,Apartment,20,North,3.43,10969182.03
1565.8,1,1,31,Madhapur,Studio,23,East,1.7,9422951.69
1350.1,2,2,10,Gachibowli,Independent House,2,East,5.39,13600419.97
1948.2,3,2,28,Kondapur,Studio,5,North-East,3.94,9763046.85
1029.1,3,3,8,Uppal,Apartment,7,North-East,8.36,3405429.34
2763.7,4,3,9,Kukatpally,Studio,24,South,3.83,13989787.2
1819.7,2,2,9,Uppal,Apartment,15,North,2.12,6478887.45
779.9,3,2,1,LB Nagar,Independent House,23,North,0.84,2740237.66
1501.9,5,5,16,LB Nagar,Apartment,6,South,2.53,3759440.26
1825.0,5,4,12,Madhapur,Apartment,1,West,6.97,16928321.71
1207.8,1,1,8,LB Nagar,Studio,12,North-East,6.26,3560879.18
577.7,5,5,26,LB Nagar,Studio,20,East,6.2,1593854.75
828.5,2,2,18,LB Nagar,Apartment,20,North-East,8.58,2612131.13
1698.2,3,2,6,Madhapur,Studio,11,North-East,2.53,13122428.32
435.0,2,1,6,Gachibowli,Apartment,6,South,4.71,4455640.88
602.9,3,2,28,Kukatpally,Apartment,1,West,1.68,2605261.28
1695.3,1,1,9,LB Nagar,Apartment,10,South-West,2.19,5045128.16
1277.6,2,2,13,LB Nagar,Apartment,13,North-East,3.71,3528659.74
1017.3,2,2,4,Kukatpally,Apartment,0,South-West,7.07,5316202.86
1127.9,4,3,28,Gachibowli,Apartment,23,East,8.34,11208860.42
591.1,3,2,12,Kondapur,Apartment,17,South,3.07,4295441.37
1666.4,3,3,24,Miyapur,Independent House,8,East,3.98,6374983.28
956.4,3,3,14,Kukatpally,Villa,8,East,8.88,6959084.52
1105.3,2,2,28,Madhapur,Independent House,8,East,7.8,10336582.75
1590.7,1,1,14,Madhapur,Apartment,21,North-East,6.9,15357754.35
1258.9,1,1,31,Banjara Hills,Villa,18,North-East,4.07,20954511.75
1012.4,2,1,25,Madhapur,Apartment,2,South-West,3.41,6390545.95
305.8,5,5,16,Miyapur,Villa,7,South,7.23,2011634.0
1602.1,2,1,16,Gachibowli,Independent House,19,South,0.93,18573567.37
1443.4,3,3,21,LB Nagar,Apartment,8,West,5.43,3885953.8
1115.4,4,3,24,Banjara Hills,Apartment,20,North-East,0.61,14614342.69
829.4,4,3,24,Kukatpally,Villa,12,South-West,6.23,6309920.19
1407.0,2,1,1,Kondapur,Studio,19,North,5.68,9672493.09
1664.3,4,4,9,Uppal,Independent House,13,North-East,0.6,6896367.18
1453.8,3,2,15,LB Nagar,Studio,18,South,4.2,4124616.35
2300.9,3,3,18,Kukatpally,Studio,10,South,1.92,8714579.55
1787.6,3,3,3,Miyapur,Apartment,5,North-East,7.98,8197335.41
1341.0,2,2,6,Miyapur,Independent House,22,West,9.13,7743964.08
1806.1,4,4,16,Kukatpally,Apartment,10,South-West,3.15,9511338.78
1426.8,3,3,15,Gachibowli,Apartment,0,South-West,0.29,12398307.06
1424.9,4,3,21,Kondapur,Apartment,9,East,8.98,9964914.12
2113.0,4,4,2,Gachibowli,Studio,10,South,8.45,20340427.19
906.1,3,3,27,Kondapur,Independent House,6,East,7.97,6182156.93
1412.8,1,1,10,Kukatpally,Apartment,21,North,3.56,6902788.38
2054.3,2,1,19,Gachibowli,Apartment,12,North,0.8,17626178.48
1569.9,4,3,33,Gachibowli,Apartment,9,South,9.75,14937088.44
1197.0,3,3,13,Uppal,Independent House,17,North,4.93,4709840.78
461.6,4,4,10,Kondapur,Studio,15,North,3.57,3033610.29
300.0,2,2,9,Gachibowli,Apartment,11,North-East,7.77,3102496.77
2541.9,3,2,22,Miyapur,Apartment,24,North-East,6.71,12822980.46
1569.7,4,3,33,Miyapur,Independent House,24,East,0.42,7361082.47
1078.8,3,2,19,Uppal,Apartment,11,North,9.58,3690011.41
1592.2,2,1,6,Uppal,Apartment,17,North-East,5.56,5932794.08
878.8,1,1,33,LB Nagar,Apartment,1,East,1.88,2095068.17
1217.8,4,3,1,Kukatpally,Apartment,11,South,0.16,6545719.98
882.5,3,3,14,Madhapur,Apartment,11,North,5.52,7738670.86
622.7,2,2,4,Uppal,Studio,10,North-East,5.94,2066037.59
300.0,3,2,1,Madhapur,Apartment,21,North-East,1.0,3066905.49
521.3,2,2,34,Madhapur,Apartment,14,South,5.45,4489359.62
1961.7,2,2,2,Uppal,Independent House,11,North,4.32,7880695.77
857.2,2,1,31,LB Nagar,Studio,10,North-East,4.38,1857325.59
1694.2,2,2,19,Madhapur,Apartment,15,North,9.75,14629819.35
1926.2,4,4,11,Miyapur,Apartment,5,North,2.96,8423775.59
1409.1,2,2,30,LB Nagar,Independent House,6,North,8.84,4508614.65
1235.8,4,3,0,Uppal,Apartment,13,North,3.45,5178315.04
1473.2,3,2,24,Banjara Hills,Independent House,7,South,1.8,21643316.0
1170.9,1,1,26,Miyapur,Apartment,16,South,1.52,4746713.56
2062.2,2,2,12,Gachibowli,Apartment,22,South-West,9.41,26099247.35
2432.1,2,2,10,Uppal,Apartment,8,North,0.23,6758193.53
2197.4,3,3,0,Banjara Hills,Independent House,14,North-East,2.19,38204333.23
300.0,4,4,0,LB Nagar,Apartment,7,West,3.4,908985.54
1159.6,3,2,1,Gachibowli,Apartment,19,South-West,6.57,14965662.8
1402.3,3,2,15,Kondapur,Apartment,5,South-West,3.76,8633123.75
1654.7,4,3,18,Gachibowli,Villa,13,South,0.2,23067101.11
450.0,3,3,14,Uppal,Apartment,9,North-East,5.17,1477836.29
441.1,3,3,24,Kondapur,Independent House,19,South,8.84,3533625.47
2118.7,3,3,12,Miyapur,Independent House,6,West,8.87,10593659.1
1092.5,2,1,27,Banjara Hills,Apartment,5,South-West,9.92,14148426.11
581.9,1,1,22,Kondapur,Studio,19,North-East,3.42,3174198.17
793.0,3,3,32,LB Nagar,Studio,13,North,1.22,1868886.22
1614.8,3,3,25,LB Nagar,Apartment,15,West,0.7,4434061.31
947.6,2,2,4,Gachibowli,Apartment,19,North-East,8.67,11492215.4
1532.9,5,4,19,Kondapur,Apartment,7,North,7.48,11640982.91
861.7,1,1,23,Kondapur,Apartment,6,North-East,6.28,4997166.87
440.7,3,3,0,Kukatpally,Apartment,24,West,4.97,3047571.75
2183.4,5,5,1,Kukatpally,Studio,2,South,4.57,11068960.26
1619.0,2,2,0,Banjara Hills,Studio,16,East,4.94,21142022.88
1216.4,4,4,5,Uppal,Apartment,9,North-East,3.64,4588492.05
1113.3,4,3,30,Gachibowli,Apartment,3,North,4.75,10307133.88
2205.7,3,3,8,Madhapur,Apartment,23,West,2.1,21800387.42
1725.3,5,5,6,Uppal,Apartment,20,South,1.18,6584107.19
2030.7,3,3,15,Miyapur,Apartment,5,South,2.11,6239479.24
1079.0,3,2,13,Kondapur,Studio,18,West,9.71,6589815.86
1427.9,3,2,34,LB Nagar,Studio,19,South-West,9.91,3744969.41
1621.2,2,2,3,Kondapur,Apartment,12,East,7.52,11377270.15
1097.5,2,1,29,Kukatpally,Independent House,23,West,8.37,6418366.8
1347.5,1,1,8,Gachibowli,Independent House,5,West,1.04,13948887.21
1079.0,2,1,10,Gachibowli,Villa,1,South-West,1.23,12576419.89
1619.5,4,3,16,Kondapur,Apartment,20,West,0.93,9769271.67
673.2,5,5,34,Kukatpally,Apartment,8,West,0.63,2899156.13
1714.6,5,4,8,Uppal,Independent House,3,South,7.47,7188724.11
1570.9,2,1,12,Kondapur,Apartment,24,West,0.56,11330671.17
1288.2,3,3,23,LB Nagar,Independent House,10,West,9.49,3673499.7
1647.2,3,2,23,Kukatpally,Apartment,21,West,6.54,8915236.04
1199.3,2,2,12,Banjara Hills,Independent House,20,South,1.71,16616299.85
1031.4,3,3,4,Miyapur,Villa,7,North-East,8.18,6751395.16
1699.0,2,2,27,Kukatpally,Apartment,20,North,8.24,8733393.98
1722.9,5,5,31,Kondapur,Apartment,11,South-West,5.64,13209232.63
1121.0,2,1,21,Kondapur,Independent House,15,West,0.91,7446964.1
1073.8,4,4,30,Madhapur,Apartment,7,South-West,4.01,9273576.01
1299.4,4,3,8,Kukatpally,Independent House,0,North-East,5.49,8022058.33
1096.4,3,3,30,Kukatpally,Independent House,4,East,7.44,5575157.72
2238.8,2,1,28,Kondapur,Apartment,8,North-East,2.99,13054710.91
1574.1,2,2,31,Madhapur,Villa,13,South-West,8.73,18039124.94
1408.0,5,5,32,Kondapur,Apartment,21,North-East,2.51,8640564.95
887.0,1,1,12,Kondapur,Independent House,4,West,9.98,6093157.8
1806.4,1,1,4,Kondapur,Apartment,18,North,1.15,11970561.23
1063.6,5,4,26,Madhapur,Apartment,18,South-West,8.33,9506211.98
1041.0,3,3,23,Kukatpally,Apartment,20,West,1.32,5020807.53
1824.9,3,3,22,Gachibowli,Studio,20,North,7.59,15769794.9
1613.0,2,2,22,Kukatpally,Studio,1,South,8.62,6589636.92
300.0,3,3,1,Banjara Hills,Villa,5,North-East,3.13,6027388.97
1313.2,4,4,23,Kondapur,Apartment,23,South-West,1.01,8510844.38
1469.0,2,1,16,Uppal,Apartment,15,North-East,10.0,5084862.42
1213.2,2,2,1,Uppal,Villa,5,North,9.71,6171267.86
1488.2,1,1,29,Miyapur,Independent House,24,North,7.57,7072607.45
404.7,3,3,0,Miyapur,Apartment,8,South,3.86,1835624.99
300.0,2,1,8,Banjara Hills,Studio,7,East,1.34,3164734.69
863.5,4,3,10,Madhapur,Apartment,21,North,4.18,8312102.44
1555.2,2,2,27,Miyapur,Apartment,24,North,7.2,6542078.99
300.0,2,2,2,Uppal,Studio,10,South-West,1.52,936938.52
936.0,5,5,13,Kukatpally,Apartment,16,South-West,0.17,5458630.72
342.5,5,5,12,Uppal,Apartment,16,West,9.04,1384071.43
1266.6,3,3,14,Madhapur,Independent House,5,South,7.0,14100665.42
2476.8,4,3,30,Gachibowli,Studio,13,North,6.94,20497393.13
1280.6,2,2,11,Banjara Hills,Apartment,1,North-East,9.47,19444760.17
1340.9,2,1,12,Kukatpally,Villa,21,North,5.21,10851635.06
1861.6,2,1,14,Miyapur,Apartment,20,South,3.18,8857920.5
1411.7,3,3,13,Madhapur,Apartment,3,North-East,9.09,13092891.29
1281.8,4,3,33,Uppal,Apartment,15,North-East,9.86,4437442.81
1909.7,4,3,9,Miyapur,Apartment,2,North-East,0.2,7820102.8
1659.5,1,1,3,Madhapur,Apartment,2,West,3.31,14631552.46
1558.7,2,2,14,Gachibowli,Apartment,15,North-East,3.62,14720271.73
1323.7,5,4,2,Miyapur,Independent House,19,West,1.11,7180331.04
1209.7,3,2,27,Miyapur,Independent House,21,North-East,2.22,6080520.64
1904.4,2,1,31,Gachibowli,Independent House,8,South-West,0.24,17361667.96
1214.9,2,1,29,Madhapur,Villa,23,North,6.96,14979165.48
2077.2,2,2,28,Kondapur,Apartment,13,South-West,1.07,11177903.88
824.1,2,2,14,Kukatpally,Apartment,9,East,8.88,4339852.85
2188.6,2,2,24,Gachibowli,Apartment,8,North,5.84,20267601.95
1659.6,3,2,13,LB Nagar,Independent House,18,South-West,3.56,5696095.08
867.3,2,1,29,Kondapur,Apartment,9,North-East,8.09,4931140.81
1679.9,3,3,6,Kondapur,Apartment,9,West,6.51,12946813.87
1042.3,1,1,4,Banjara Hills,Apartment,9,South,7.53,16510764.19
1418.4,1,1,34,LB Nagar,Apartment,7,East,8.78,3534984.81
1132.4,2,1,12,Gachibowli,Studio,9,North-East,8.08,10371060.94
1326.9,4,4,10,LB Nagar,Independent House,0,East,7.79,5045638.04
1917.8,4,3,23,Kondapur,Apartment,21,South,7.3,15242937.03
1685.2,1,1,11,Uppal,Independent House,6,North,3.77,5658860.19
781.0,3,2,26,Gachibowli,Independent House,11,South,6.52,7558140.83
812.5,3,3,15,Gachibowli,Apartment,4,North,5.66,7858067.28
1548.9,3,2,27,Uppal,Apartment,13,East,9.63,6160196.88
1588.8,3,3,2,Uppal,Independent House,6,South,5.01,6782963.15
1029.1,5,4,25,Kukatpally,Apartment,4,South-West,2.22,4915732.1
2275.2,1,1,11,Banjara Hills,Apartment,7,South,4.58,33534705.83
1847.4,3,3,14,LB Nagar,Apartment,22,East,4.15,6265009.85
1055.9,3,3,32,Kondapur,Villa,21,East,4.69,7798885.79
1002.8,3,3,16,LB Nagar,Studio,19,West,5.81,2899417.91
1274.7,2,2,2,Uppal,Villa,5,West,9.48,6291428.74
1217.5,3,3,16,Uppal,Apartment,16,East,2.81,3905210.98
2090.9,1,1,8,Miyapur,Apartment,20,South-West,9.69,10212233.6
1941.5,3,2,16,Miyapur,Independent House,16,North-East,7.8,10486907.31
1419.3,3,3,7,Kukatpally,Villa,21,North-East,1.83,10126591.04
1772.8,2,1,22,Banjara Hills,Studio,5,South-West,2.8,18200854.21
1852.6,5,5,8,Kondapur,Villa,11,South-West,9.09,19699140.92
1432.0,4,4,16,Miyapur,Apartment,8,West,8.01,6992791.63
1621.4,3,2,33,Uppal,Independent House,18,East,1.43,5184467.72
1726.8,5,4,22,Kukatpally,Studio,3,North-East,5.85,6579125.3
1668.2,4,3,24,Miyapur,Independent House,7,South-West,2.77,7171838.81
971.7,2,2,27,Banjara Hills,Independent House,17,North-East,6.3,13500178.97
1027.3,3,3,32,Kondapur,Apartment,0,South-West,1.74,4914014.65
1241.3,3,2,31,Kukatpally,Independent House,6,South,3.52,6638767.93
1011.3,3,3,30,LB Nagar,Apartment,17,North,3.89,2986616.89
589.8,5,5,11,Madhapur,Apartment,5,East,5.38,5183267.79
1771.8,3,2,21,Gachibowli,Villa,15,North-East,2.39,21034613.49
1590.5,1,1,28,Madhapur,Studio,10,West,7.28,10784508.55
663.3,3,2,19,Gachibowli,Studio,11,West,8.09,5230363.77
1267.5,3,2,4,Kukatpally,Apartment,8,South-West,6.4,7116811.91
1298.6,2,1,17,Miyapur,Apartment,22,South,9.03,6105874.76
1500.1,1,1,7,Uppal,Apartment,18,North,7.9,5603921.01
804.9,2,1,24,LB Nagar,Villa,18,North-East,0.44,2998584.09
655.3,3,2,30,Banjara Hills,Independent House,19,North-East,0.85,8596417.0
1685.8,1,1,24,Gachibowli,Studio,10,North,6.6,13009295.41
556.3,2,1,19,Madhapur,Apartment,2,South-West,7.22,4954295.06
1272.0,2,2,20,Gachibowli,Independent House,1,East,9.68,10936200.37
1220.7,3,3,18,Uppal,Villa,12,North,0.03,5309778.0
1332.2,2,2,15,Gachibowli,Apartment,21,North,2.37,11921533.81
1539.0,1,1,7,Banjara Hills,Studio,12,East,8.32,21569481.46
2279.2,3,2,23,Uppal,Independent House,24,North-East,8.92,9388678.69
520.3,2,1,12,LB Nagar,Apartment,13,East,4.64,1674617.78
1882.1,2,1,5,Gachibowli,Apartment,15,North-East,4.84,19056000.71
300.0,3,2,28,Madhapur,Studio,1,North-East,8.54,2069117.85
2166.5,1,1,19,Kukatpally,Independent House,19,North,4.6,12403333.9
300.0,1,1,18,Kukatpally,Villa,22,West,7.87,1803812.51
2740.0,2,1,18,LB Nagar,Villa,12,South-West,9.49,11599891.19
1185.6,2,1,2,Kondapur,Apartment,22,North-East,2.62,8994350.25
2109.7,3,3,18,Banjara Hills,Villa,5,East,2.74,33056395.66
1996.3,5,4,19,Kondapur,Studio,12,North-East,9.39,13441014.46
1159.9,2,2,17,Kukatpally,Apartment,22,East,4.24,6158332.89
1202.1,3,3,0,Kukatpally,Villa,15,South,0.16,10143109.07
939.6,4,3,26,Kukatpally,Apartment,17,West,5.02,4845390.21
1833.1,3,3,21,LB Nagar,Apartment,10,South,6.17,5461094.89
1167.1,3,2,26,Uppal,Apartment,13,North-East,2.45,3723875.9
949.6,3,2,17,Madhapur,Studio,9,North-East,7.27,5917207.86
1695.5,3,2,11,Madhapur,Apartment,17,North-East,2.33,15447946.06
906.6,4,3,29,Miyapur,Apartment,1,North-East,1.2,3275776.76
1219.1,1,1,12,Kondapur,Independent House,12,North-East,2.49,7214299.97
